dataset,rho,horizon,model,test_run_id,accuracy,precision_congested,recall_congested,f1_congested,n_test,congestion_rate,accuracy_std,precision_congested_std,recall_congested_std,f1_congested_std,n_test_runs
history_only,0.3,short,Logistic Regression,29,0.9064336775218428,0.3888888888888889,0.003970504821327283,0.007860752386299831,18885.0,0.09335451416468096,,,,,
history_only,0.3,short,Random Forest,29,0.9063807254434737,0.3076923076923077,0.0022688598979013048,0.0045045045045045045,18885.0,0.09335451416468096,,,,,
history_only,0.3,short,Naive (always 'not congested'),ALL_MEAN,0.9104559858447667,0.0,0.0,0.0,,0.0895440141552333,0.002859222051324387,0.0,0.0,0.0,5.0
history_only,0.3,short,Naive (persistence),ALL_MEAN,0.8525912687442909,0.17815698795131624,0.17889262766066127,0.1785233232051095,,0.0895440141552333,0.005063858716947244,0.013963514696113764,0.014019477435953777,0.013987322319836775,5.0
history_only,0.3,short,Logistic Regression,ALL_MEAN,0.9104765294983217,0.4465772821723456,0.01110100554492164,0.021596060864799167,,0.0895440141552333,0.0027729473376448604,0.15141404412261195,0.006937825774970332,0.013408830587648473,5.0
history_only,0.3,short,Random Forest,ALL_MEAN,0.9104555443072335,0.43763564022184714,0.0073623865671745715,0.01444107108013525,,0.0895440141552333,0.002877456772829303,0.13890606592525656,0.004891588770171756,0.009542168160628608,5.0
history_only,0.3,medium,Naive (always 'not congested'),25,0.9098502758077226,0.0,0.0,0.0,19035.0,0.09014972419227739,,,,,
history_only,0.3,medium,Naive (persistence),25,0.8394536380351983,0.11316397228637413,0.11421911421911422,0.1136890951276102,19035.0,0.09014972419227739,,,,,
history_only,0.3,medium,Logistic Regression,25,0.9098502758077226,0.0,0.0,0.0,19035.0,0.09014972419227739,,,,,
history_only,0.3,medium,Random Forest,25,0.9098502758077226,0.0,0.0,0.0,19035.0,0.09014972419227739,,,,,
history_only,0.3,medium,Naive (always 'not congested'),26,0.9119936875328775,0.0,0.0,0.0,19010.0,0.08800631246712257,,,,,
history_only,0.3,medium,Naive (persistence),26,0.8411362440820621,0.1017149615612064,0.10280932456664674,0.10225921521997622,19010.0,0.08800631246712257,,,,,
history_only,0.3,medium,Logistic Regression,26,0.9119936875328775,0.0,0.0,0.0,19010.0,0.08800631246712257,,,,,
history_only,0.3,medium,Random Forest,26,0.9119936875328775,0.0,0.0,0.0,19010.0,0.08800631246712257,,,,,
history_only,0.3,medium,Naive (always 'not congested'),27,0.909767734493787,0.0,0.0,0.0,19073.0,0.09023226550621297,,,,,
history_only,0.3,medium,Naive (persistence),27,0.8394064908509411,0.11213872832369942,0.11272515979081929,0.11243117936829905,19073.0,0.09023226550621297,,,,,
history_only,0.3,medium,Logistic Regression,27,0.909767734493787,0.0,0.0,0.0,19073.0,0.09023226550621297,,,,,
history_only,0.3,medium,Random Forest,27,0.909767734493787,0.0,0.0,0.0,19073.0,0.09023226550621297,,,,,
history_only,0.3,medium,Naive (always 'not congested'),28,0.9144421629021219,0.0,0.0,0.0,18993.0,0.08555783709787816,,,,,
history_only,0.3,medium,Naive (persistence),28,0.8415732111830675,0.06965174129353234,0.06892307692307692,0.06928549334982988,18993.0,0.08555783709787816,,,,,
history_only,0.3,medium,Logistic Regression,28,0.9144421629021219,0.0,0.0,0.0,18993.0,0.08555783709787816,,,,,
history_only,0.3,medium,Random Forest,28,0.9144421629021219,0.0,0.0,0.0,18993.0,0.08555783709787816,,,,,
history_only,0.3,medium,Naive (always 'not congested'),29,0.9056923484246757,0.0,0.0,0.0,18885.0,0.09430765157532434,,,,,
history_only,0.3,medium,Naive (persistence),29,0.8293884034948372,0.09545199326221224,0.09545199326221224,0.09545199326221224,18885.0,0.09430765157532434,,,,,
history_only,0.3,medium,Logistic Regression,29,0.9056923484246757,0.0,0.0,0.0,18885.0,0.09430765157532434,,,,,
history_only,0.3,medium,Random Forest,29,0.9056923484246757,0.0,0.0,0.0,18885.0,0.09430765157532434,,,,,
history_only,0.3,medium,Naive (always 'not congested'),ALL_MEAN,0.910349241832237,0.0,0.0,0.0,,0.08965075816776309,0.002888943704343894,0.0,0.0,0.0,5.0
history_only,0.3,medium,Naive (persistence),ALL_MEAN,0.8381915975292212,0.0984242793454049,0.09882573375237388,0.09862339526558553,,0.08965075816776309,0.004487119152729016,0.0158295083860775,0.016441229957112412,0.0161345572011506,5.0
history_only,0.3,medium,Logistic Regression,ALL_MEAN,0.910349241832237,0.0,0.0,0.0,,0.08965075816776309,0.002888943704343894,0.0,0.0,0.0,5.0
history_only,0.3,medium,Random Forest,ALL_MEAN,0.910349241832237,0.0,0.0,0.0,,0.08965075816776309,0.002888943704343894,0.0,0.0,0.0,5.0
history_only,0.3,long,Naive (always 'not congested'),25,0.9098502758077226,0.0,0.0,0.0,19035.0,0.09014972419227739,,,,,
history_only,0.3,long,Naive (persistence),25,0.8373522458628841,0.10161662817551963,0.10256410256410256,0.10208816705336426,19035.0,0.09014972419227739,,,,,
history_only,0.3,long,Logistic Regression,25,0.9098502758077226,0.0,0.0,0.0,19035.0,0.09014972419227739,,,,,
history_only,0.3,long,Random Forest,25,0.9098502758077226,0.0,0.0,0.0,19035.0,0.09014972419227739,,,,,
history_only,0.3,long,Naive (always 'not congested'),26,0.9118884797475013,0.0,0.0,0.0,19010.0,0.08811152025249869,,,,,
history_only,0.3,long,Naive (persistence),26,0.8389268805891636,0.0898876404494382,0.09074626865671642,0.0903149138443256,19010.0,0.08811152025249869,,,,,
history_only,0.3,long,Logistic Regression,26,0.9118884797475013,0.0,0.0,0.0,19010.0,0.08811152025249869,,,,,
history_only,0.3,long,Random Forest,26,0.9118884797475013,0.0,0.0,0.0,19010.0,0.08811152025249869,,,,,
history_only,0.3,long,Naive (always 'not congested'),27,0.9091910029885178,0.0,0.0,0.0,19073.0,0.0908089970114822,,,,,
history_only,0.3,long,Naive (persistence),27,0.8353693703140566,0.0930635838150289,0.09295612009237875,0.09300982091276719,19073.0,0.0908089970114822,,,,,
history_only,0.3,long,Logistic Regression,27,0.9091910029885178,0.0,0.0,0.0,19073.0,0.0908089970114822,,,,,
history_only,0.3,long,Random Forest,27,0.9091910029885178,0.0,0.0,0.0,19073.0,0.0908089970114822,,,,,
history_only,0.3,long,Naive (always 'not congested'),28,0.9156004843889854,0.0,0.0,0.0,18993.0,0.08439951561101458,,,,,
history_only,0.3,long,Naive (persistence),28,0.8456799873637656,0.08706467661691543,0.08733624454148471,0.08720024914356898,18993.0,0.08439951561101458,,,,,
history_only,0.3,long,Logistic Regression,28,0.9156004843889854,0.0,0.0,0.0,18993.0,0.08439951561101458,,,,,
history_only,0.3,long,Random Forest,28,0.9156004843889854,0.0,0.0,0.0,18993.0,0.08439951561101458,,,,,
history_only,0.3,long,Naive (always 'not congested'),29,0.9057453005030447,0.0,0.0,0.0,18885.0,0.09425469949695525,,,,,
history_only,0.3,long,Naive (persistence),29,0.8289118347895155,0.09264458169567659,0.09269662921348315,0.09267059814658804,18885.0,0.09425469949695525,,,,,
history_only,0.3,long,Logistic Regression,29,0.9057453005030447,0.0,0.0,0.0,18885.0,0.09425469949695525,,,,,
history_only,0.3,long,Random Forest,29,0.9057453005030447,0.0,0.0,0.0,18885.0,0.09425469949695525,,,,,
history_only,0.3,long,Naive (always 'not congested'),ALL_MEAN,0.9104551086871544,0.0,0.0,0.0,,0.08954489131284563,0.003245782582678862,0.0,0.0,0.0,5.0
history_only,0.3,long,Naive (persistence),ALL_MEAN,0.837248063783877,0.09285542215051575,0.09325987301363312,0.09305674982012282,,0.08954489131284563,0.005421232664779483,0.0048823555390548265,0.005067263128801673,0.004970595082499907,5.0
history_only,0.3,long,Logistic Regression,ALL_MEAN,0.9104551086871544,0.0,0.0,0.0,,0.08954489131284563,0.003245782582678862,0.0,0.0,0.0,5.0
history_only,0.3,long,Random Forest,ALL_MEAN,0.9104551086871544,0.0,0.0,0.0,,0.08954489131284563,0.003245782582678862,0.0,0.0,0.0,5.0
history_only,0.3,extra_long,Naive (always 'not congested'),25,0.9103756238508012,0.0,0.0,0.0,19035.0,0.08962437614919884,,,,,
history_only,0.3,extra_long,Naive (persistence),25,0.8367218282111899,0.09526558891454966,0.09671746776084408,0.09598603839441536,19035.0,0.08962437614919884,,,,,
history_only,0.3,extra_long,Logistic Regression,25,0.9103756238508012,0.0,0.0,0.0,19035.0,0.08962437614919884,,,,,
history_only,0.3,extra_long,Random Forest,25,0.9103756238508012,0.0,0.0,0.0,19035.0,0.08962437614919884,,,,,
history_only,0.3,extra_long,Naive (always 'not congested'),26,0.9121514992109416,0.0,0.0,0.0,19010.0,0.08784850078905838,,,,,
history_only,0.3,extra_long,Naive (persistence),26,0.8402419779063651,0.09580130100532229,0.09700598802395209,0.09639988098780125,19010.0,0.08784850078905838,,,,,
history_only,0.3,extra_long,Logistic Regression,26,0.9121514992109416,0.0,0.0,0.0,19010.0,0.08784850078905838,,,,,
history_only,0.3,extra_long,Random Forest,26,0.9121514992109416,0.0,0.0,0.0,19010.0,0.08784850078905838,,,,,
history_only,0.3,extra_long,Naive (always 'not congested'),27,0.9092434331253605,0.0,0.0,0.0,19073.0,0.09075656687463954,,,,,
history_only,0.3,extra_long,Naive (persistence),27,0.840035652493053,0.11849710982658959,0.11842865395725015,0.11846287200231147,19073.0,0.09075656687463954,,,,,
history_only,0.3,extra_long,Logistic Regression,27,0.9092434331253605,0.0,0.0,0.0,19073.0,0.09075656687463954,,,,,
history_only,0.3,extra_long,Random Forest,27,0.9092434331253605,0.0,0.0,0.0,19073.0,0.09075656687463954,,,,,
history_only,0.3,extra_long,Naive (always 'not congested'),28,0.9150213236455537,0.0,0.0,0.0,18993.0,0.08497867635444638,,,,,
history_only,0.3,extra_long,Naive (persistence),28,0.8449955246669826,0.08644278606965174,0.08612143742255267,0.08628181253879579,18993.0,0.08497867635444638,,,,,
history_only,0.3,extra_long,Logistic Regression,28,0.9150213236455537,0.0,0.0,0.0,18993.0,0.08497867635444638,,,,,
history_only,0.3,extra_long,Random Forest,28,0.9150213236455537,0.0,0.0,0.0,18993.0,0.08497867635444638,,,,,
history_only,0.3,extra_long,Naive (always 'not congested'),29,0.9057982525814138,0.0,0.0,0.0,18885.0,0.09420174741858618,,,,,
history_only,0.3,extra_long,Naive (persistence),29,0.826528991262907,0.07973048848961257,0.07982012366498033,0.07977528089887641,18885.0,0.09420174741858618,,,,,
history_only,0.3,extra_long,Logistic Regression,29,0.9057982525814138,0.0,0.0,0.0,18885.0,0.09420174741858618,,,,,
history_only,0.3,extra_long,Random Forest,29,0.9057982525814138,0.0,0.0,0.0,18885.0,0.09420174741858618,,,,,
history_only,0.3,extra_long,Naive (always 'not congested'),ALL_MEAN,0.9105180264828142,0.0,0.0,0.0,,0.08948197351718587,0.00306166787572667,0.0,0.0,0.0,5.0
history_only,0.3,extra_long,Naive (persistence),ALL_MEAN,0.8377047949080996,0.09514745486114516,0.09561873416591586,0.09538117696444007,,0.08948197351718587,0.006178830726087544,0.013108027832673372,0.013139397770507837,0.013118770415079587,5.0
history_only,0.3,extra_long,Logistic Regression,ALL_MEAN,0.9105180264828142,0.0,0.0,0.0,,0.08948197351718587,0.00306166787572667,0.0,0.0,0.0,5.0
history_only,0.3,extra_long,Random Forest,ALL_MEAN,0.9105180264828142,0.0,0.0,0.0,,0.08948197351718587,0.00306166787572667,0.0,0.0,0.0,5.0
history_only,0.5,short,Naive (always 'not congested'),25,0.8763053019220098,0.0,0.0,0.0,19823.0,0.12369469807799022,,,,,
history_only,0.5,short,Naive (persistence),25,0.8376128739343187,0.34404229361529076,0.3450244698205546,0.3445326817348809,19823.0,0.12369469807799022,,,,,
history_only,0.5,short,Logistic Regression,25,0.8815012863845029,0.5918003565062389,0.13539967373572595,0.22037836043810155,19823.0,0.12369469807799022,,,,,
history_only,0.5,short,Random Forest,25,0.8822579831508853,0.6766467065868264,0.09216965742251224,0.16223977027997127,19823.0,0.12369469807799022,,,,,
history_only,0.5,short,Naive (always 'not congested'),26,0.8657701218897955,0.0,0.0,0.0,19854.0,0.13422987811020448,,,,,
history_only,0.5,short,Naive (persistence),26,0.8382693663745341,0.39790575916230364,0.399249530956848,0.398576512455516,19854.0,0.13422987811020448,,,,,
history_only,0.5,short,Logistic Regression,26,0.8798730734360835,0.6881720430107527,0.19212007504690432,0.3003813435024934,19854.0,0.13422987811020448,,,,,
history_only,0.5,short,Random Forest,26,0.8767502770222625,0.7242798353909465,0.13208255159474672,0.22342113614725484,19854.0,0.13422987811020448,,,,,
history_only,0.5,short,Naive (always 'not congested'),27,0.880359577799101,0.0,0.0,0.0,19801.0,0.11964042220089895,,,,,
history_only,0.5,short,Naive (persistence),27,0.8484925003787688,0.36693378321383385,0.36724356268467706,0.3670886075949367,19801.0,0.11964042220089895,,,,,
history_only,0.5,short,Logistic Regression,27,0.886672390283319,0.6072041166380789,0.1494301392992824,0.23983739837398374,19801.0,0.11964042220089895,,,,,
history_only,0.5,short,Random Forest,27,0.8872784202818039,0.6876712328767123,0.10595187842971718,0.18361375274323335,19801.0,0.11964042220089895,,,,,
history_only,0.5,short,Naive (always 'not congested'),28,0.877829879493773,0.0,0.0,0.0,19833.0,0.122170120506227,,,,,
history_only,0.5,short,Naive (persistence),28,0.8509050572278526,0.3894867549668874,0.3883615352868345,0.3889233312667907,19833.0,0.122170120506227,,,,,
history_only,0.5,short,Logistic Regression,28,0.886048505016891,0.6422338568935427,0.15187783739166322,0.24566088117489987,19833.0,0.122170120506227,,,,,
history_only,0.5,short,Random Forest,28,0.8851913477537438,0.6910994764397905,0.10895583986793232,0.18823529411764706,19833.0,0.122170120506227,,,,,
history_only,0.5,short,Naive (always 'not congested'),29,0.8840022268333417,0.0,0.0,0.0,19759.0,0.11599777316665823,,,,,
history_only,0.5,short,Naive (persistence),29,0.8447795941090136,0.3320329432162982,0.33420593368237345,0.33311589475973036,19759.0,0.11599777316665823,,,,,
history_only,0.5,short,Logistic Regression,29,0.8885571132142315,0.5907258064516129,0.12783595113438045,0.21018651362984217,19759.0,0.11599777316665823,,,,,
history_only,0.5,short,Random Forest,29,0.8882028442734956,0.6487455197132617,0.07897033158813263,0.14080124465188643,19759.0,0.11599777316665823,,,,,
history_only,0.5,short,Naive (always 'not congested'),ALL_MEAN,0.8768534215876043,0.0,0.0,0.0,,0.12314657841239578,0.0061235934747936845,0.0,0.0,0.0,5.0
history_only,0.5,short,Naive (persistence),ALL_MEAN,0.8440118784048977,0.3660803068349228,0.3668170064862576,0.3664474055623709,,0.12314657841239578,0.005331134543297083,0.0253232961834498,0.02471685270705388,0.025016405093018505,5.0
history_only,0.5,short,Logistic Regression,ALL_MEAN,0.8845304736670055,0.6240272359000453,0.15133273532159128,0.24328889942386414,,0.12314657841239578,0.0032855259705936836,0.03708533841761441,0.022241786836485686,0.03129775413562576,5.0
history_only,0.5,short,Random Forest,ALL_MEAN,0.8839361744964382,0.6856885542015075,0.10362605178060821,0.1796622395879986,,0.12314657841239578,0.004132892122564015,0.024368171386162915,0.017791807115790197,0.027632126637237665,5.0
history_only,0.5,medium,Naive (always 'not congested'),25,0.8763557483731019,0.0,0.0,0.0,19823.0,0.12364425162689804,,,,,
history_only,0.5,medium,Naive (persistence),25,0.8007365181859456,0.19520130134200894,0.19583843329253367,0.1955193482688391,19823.0,0.12364425162689804,,,,,
history_only,0.5,medium,Logistic Regression,25,0.8764061948241941,0.5238095238095238,0.00448796409628723,0.00889967637540453,19823.0,0.12364425162689804,,,,,
history_only,0.5,medium,Random Forest,25,0.8761539625687332,0.4411764705882353,0.006119951040391677,0.012072434607645875,19823.0,0.12364425162689804,,,,,
history_only,0.5,medium,Naive (always 'not congested'),26,0.8660723279943588,0.0,0.0,0.0,19854.0,0.13392767200564118,,,,,
history_only,0.5,medium,Naive (persistence),26,0.7985796313085525,0.2494390426327599,0.2508461827754795,0.2501406337896119,19854.0,0.13392767200564118,,,,,
history_only,0.5,medium,Logistic Regression,26,0.867734461569457,0.7704918032786885,0.017675817976682964,0.03455882352941177,19854.0,0.13392767200564118,,,,,
history_only,0.5,medium,Random Forest,26,0.8675833585171754,0.65,0.024445280180518992,0.04711852120333454,19854.0,0.13392767200564118,,,,,
history_only,0.5,medium,Naive (always 'not congested'),27,0.8800060602999848,0.0,0.0,0.0,19801.0,0.11999393970001515,,,,,
history_only,0.5,medium,Naive (persistence),27,0.8154133629614666,0.23028258118937156,0.2297979797979798,0.23004002527912365,19801.0,0.11999393970001515,,,,,
history_only,0.5,medium,Logistic Regression,27,0.8798545528003636,0.38461538461538464,0.0021043771043771043,0.004185851820845542,19801.0,0.11999393970001515,,,,,
history_only,0.5,medium,Random Forest,27,0.8797535478006161,0.41379310344827586,0.005050505050505051,0.00997920997920998,19801.0,0.11999393970001515,,,,,
history_only,0.5,medium,Naive (always 'not congested'),28,0.8779811425402108,0.0,0.0,0.0,19833.0,0.12201885745978924,,,,,
history_only,0.5,medium,Naive (persistence),28,0.8144506630363536,0.2392384105960265,0.23884297520661157,0.23904052936311002,19833.0,0.12201885745978924,,,,,
history_only,0.5,medium,Logistic Regression,28,0.8778803005092523,0.4666666666666667,0.005785123966942148,0.011428571428571429,19833.0,0.12201885745978924,,,,,
history_only,0.5,medium,Random Forest,28,0.8779307215247315,0.49122807017543857,0.011570247933884297,0.022607993540573273,19833.0,0.12201885745978924,,,,,
history_only,0.5,medium,Naive (always 'not congested'),29,0.8835973480439293,0.0,0.0,0.0,19759.0,0.11640265195607065,,,,,
history_only,0.5,medium,Naive (persistence),29,0.8100612379168987,0.18508885999133073,0.18565217391304348,0.1853700889950076,19759.0,0.11640265195607065,,,,,
history_only,0.5,medium,Logistic Regression,29,0.8841034465306948,0.75,0.006521739130434782,0.01293103448275862,19759.0,0.11640265195607065,,,,,
history_only,0.5,medium,Random Forest,29,0.8840022268333417,0.625,0.008695652173913044,0.017152658662092625,19759.0,0.11640265195607065,,,,,
history_only,0.5,medium,Naive (always 'not congested'),ALL_MEAN,0.8768025254503172,0.0,0.0,0.0,,0.12319747454968286,0.005884864230496163,0.0,0.0,0.0,5.0
history_only,0.5,medium,Naive (persistence),ALL_MEAN,0.8078482826818434,0.21985003915029955,0.2201955489971296,0.22002212513913846,,0.12319747454968286,0.006959944387419269,0.02520379280927106,0.025163101478890282,0.02518067619846443,5.0
history_only,0.5,medium,Logistic Regression,ALL_MEAN,0.8771957912467924,0.5791166756740528,0.007315004454944846,0.014400791527398376,,0.12319747454968286,0.005392466768078867,0.15450578487227817,0.0053936825192225845,0.010506643549719776,5.0
history_only,0.5,medium,Random Forest,ALL_MEAN,0.8770847634489197,0.52423952884239,0.01117632727584261,0.021786163598571256,,0.12319747454968286,0.00541908554300892,0.09607914402811693,0.007006663574106546,0.013398759636208447,5.0
history_only,0.5,long,Naive (always 'not congested'),25,0.8758512838621803,0.0,0.0,0.0,19823.0,0.1241487161378197,,,,,
history_only,0.5,long,Naive (persistence),25,0.7856025828582959,0.1362342415616104,0.13612352702153596,0.13617886178861788,19823.0,0.1241487161378197,,,,,
history_only,0.5,long,Logistic Regression,25,0.8758512838621803,0.0,0.0,0.0,19823.0,0.1241487161378197,,,,,
history_only,0.5,long,Random Forest,25,0.8758512838621803,0.0,0.0,0.0,19823.0,0.1241487161378197,,,,,
history_only,0.5,long,Naive (always 'not congested'),26,0.8654679157852322,0.0,0.0,0.0,19854.0,0.1345320842147678,,,,,
history_only,0.5,long,Naive (persistence),26,0.7699707867432255,0.14547494390426327,0.1456383377012355,0.14555659494855006,19854.0,0.1345320842147678,,,,,
history_only,0.5,long,Logistic Regression,26,0.8654679157852322,0.0,0.0,0.0,19854.0,0.1345320842147678,,,,,
history_only,0.5,long,Random Forest,26,0.8645109297874484,0.047619047619047616,0.00037439161362785476,0.0007429420505200594,19854.0,0.1345320842147678,,,,,
history_only,0.5,long,Naive (always 'not congested'),27,0.8804100802989748,0.0,0.0,0.0,19801.0,0.1195899197010252,,,,,
history_only,0.5,long,Naive (persistence),27,0.7933942730165143,0.13665120202446226,0.13682432432432431,0.1367377083772948,19801.0,0.1195899197010252,,,,,
history_only,0.5,long,Logistic Regression,27,0.8804100802989748,0.0,0.0,0.0,19801.0,0.1195899197010252,,,,,
history_only,0.5,long,Random Forest,27,0.8804100802989748,0.0,0.0,0.0,19801.0,0.1195899197010252,,,,,
history_only,0.5,long,Naive (always 'not congested'),28,0.8779811425402108,0.0,0.0,0.0,19833.0,0.12201885745978924,,,,,
history_only,0.5,long,Naive (persistence),28,0.7904502596682297,0.14072847682119205,0.14049586776859505,0.14061207609594706,19833.0,0.12201885745978924,,,,,
history_only,0.5,long,Logistic Regression,28,0.8779811425402108,0.0,0.0,0.0,19833.0,0.12201885745978924,,,,,
history_only,0.5,long,Random Forest,28,0.8779811425402108,0.0,0.0,0.0,19833.0,0.12201885745978924,,,,,
history_only,0.5,long,Naive (always 'not congested'),29,0.8841034465306948,0.0,0.0,0.0,19759.0,0.11589655346930512,,,,,
history_only,0.5,long,Naive (persistence),29,0.7980160939318791,0.13133940182054615,0.13231441048034934,0.13182510332825756,19759.0,0.11589655346930512,,,,,
history_only,0.5,long,Logistic Regression,29,0.8841034465306948,0.0,0.0,0.0,19759.0,0.11589655346930512,,,,,
history_only,0.5,long,Random Forest,29,0.8835467381952528,0.0,0.0,0.0,19759.0,0.11589655346930512,,,,,
history_only,0.5,long,Naive (always 'not congested'),ALL_MEAN,0.8767627738034586,0.0,0.0,0.0,,0.12323722619654143,0.006278174491112282,0.0,0.0,0.0,5.0
history_only,0.5,long,Naive (persistence),ALL_MEAN,0.7874867992436289,0.1380856532264148,0.13827929345920803,0.1381820689077335,,0.12323722619654143,0.009642690039595425,0.00474517474302878,0.004503616921850432,0.004621657640805032,5.0
history_only,0.5,long,Logistic Regression,ALL_MEAN,0.8767627738034586,0.0,0.0,0.0,,0.12323722619654143,0.006278174491112282,0.0,0.0,0.0,5.0
history_only,0.5,long,Random Forest,ALL_MEAN,0.8764600349368135,0.009523809523809523,7.487832272557095e-05,0.00014858841010401187,,0.12323722619654143,0.006500610456239787,0.019047619047619046,0.00014975664545114194,0.0002971768202080237,5.0
history_only,0.5,extra_long,Naive (always 'not congested'),25,0.8760026232154567,0.0,0.0,0.0,19823.0,0.1239973767845432,,,,,
history_only,0.5,extra_long,Naive (persistence),25,0.7894869595923927,0.15128100854005694,0.15134255492270138,0.1513117754728493,19823.0,0.1239973767845432,,,,,
history_only,0.5,extra_long,Logistic Regression,25,0.8760026232154567,0.0,0.0,0.0,19823.0,0.1239973767845432,,,,,
history_only,0.5,extra_long,Random Forest,25,0.8760026232154567,0.0,0.0,0.0,19823.0,0.1239973767845432,,,,,
history_only,0.5,extra_long,Naive (always 'not congested'),26,0.8657197542057016,0.0,0.0,0.0,19854.0,0.13428024579429837,,,,,
history_only,0.5,extra_long,Naive (persistence),26,0.781202780296162,0.1862378459237098,0.1867966991747937,0.18651685393258427,19854.0,0.13428024579429837,,,,,
history_only,0.5,extra_long,Logistic Regression,26,0.8657197542057016,0.0,0.0,0.0,19854.0,0.13428024579429837,,,,,
history_only,0.5,extra_long,Random Forest,26,0.8658204895738894,0.5263157894736842,0.007501875468867217,0.014792899408284023,19854.0,0.13428024579429837,,,,,
history_only,0.5,extra_long,Naive (always 'not congested'),27,0.8802585727993536,0.0,0.0,0.0,19801.0,0.11974142720064643,,,,,
history_only,0.5,extra_long,Naive (persistence),27,0.8020302004949245,0.17334458034584563,0.17334458034584563,0.17334458034584563,19801.0,0.11974142720064643,,,,,
history_only,0.5,extra_long,Logistic Regression,27,0.8802585727993536,0.0,0.0,0.0,19801.0,0.11974142720064643,,,,,
history_only,0.5,extra_long,Random Forest,27,0.8802585727993536,0.0,0.0,0.0,19801.0,0.11974142720064643,,,,,
history_only,0.5,extra_long,Naive (always 'not congested'),28,0.8779307215247315,0.0,0.0,0.0,19833.0,0.1220692784752685,,,,,
history_only,0.5,extra_long,Naive (persistence),28,0.7977613069127212,0.17094370860927152,0.17059066501445683,0.170767004341534,19833.0,0.1220692784752685,,,,,
history_only,0.5,extra_long,Logistic Regression,28,0.8779307215247315,0.0,0.0,0.0,19833.0,0.1220692784752685,,,,,
history_only,0.5,extra_long,Random Forest,28,0.8779307215247315,0.0,0.0,0.0,19833.0,0.1220692784752685,,,,,
history_only,0.5,extra_long,Naive (always 'not congested'),29,0.8840528366820183,0.0,0.0,0.0,19759.0,0.11594716331798167,,,,,
history_only,0.5,extra_long,Naive (persistence),29,0.7989776810567336,0.13567403554399654,0.13662156263640332,0.13614615050021747,19759.0,0.11594716331798167,,,,,
history_only,0.5,extra_long,Logistic Regression,29,0.8840528366820183,0.0,0.0,0.0,19759.0,0.11594716331798167,,,,,
history_only,0.5,extra_long,Random Forest,29,0.8833442988005465,0.0625,0.00043649061545176777,0.0008669267446900737,19759.0,0.11594716331798167,,,,,
history_only,0.5,extra_long,Naive (always 'not congested'),ALL_MEAN,0.8767929016854523,0.0,0.0,0.0,,0.12320709831454764,0.00615225652227212,0.0,0.0,0.0,5.0
